㓦划	㓦劃
养兵千日用在一时	養兵千日用在一時
养兵千日用在一朝	養兵千日用在一朝
养军千日用在一时	養軍千日用在一時
养军千日用在一朝	養軍千日用在一朝
别具匠心	別具匠心
别具只眼	別具隻眼
别有天地	別有天地
别有居心	別有居心
别有所指	別有所指
别有洞天	別有洞天
别有用心	別有用心
别有用意	別有用意
别有韵味	別有韻味
别有风味	別有風味
别无他法	別無他法
别无选择	別無選擇
别无长物	別無長物
别树一旗	別樹一旗
别树一格	別樹一格
别说出	別說出
别说到	別說到
别生枝节	別生枝節
别生气	別生氣
别人的孩子死不完	別人的孩子死不完
别人的肉偎不热	別人的肉偎不熱
制定出来	制定出來
制造出来	製造出來
制造厂商	製造廠商
制革厂	製革廠
制革工厂	製革工廠
制片厂	製片廠
制片商	製片商
制片家	製片家
制约刺激	制約刺激
制约反应	制約反應
制作出	製作出
制作商	製作商
制作好	製作好
制作业	製作業
制作人	製作人
制作者	製作者
制作费	製作費
分布式发展模型	分佈式發展模型
分布式拒绝服务	分佈式拒絕服務
分形几何学	分形幾何學
划分成	劃分成
划分法	劃分法
刮刮匝匝	刮刮匝匝
刮刮卡	刮刮卡
刮刮叫	刮刮叫
切向速度	切向速度
切向量	切向量
干几手	乾幾手
干几杯	乾幾杯
干几桩	幹幾樁
干几番	幹幾番
干几碗	乾幾碗
干女儿	乾女兒
干女友	幹女友
干女同事	幹女同事
干女婿	乾女婿
干尽一杯	乾盡一杯
干尽一碗	乾盡一碗
干得一杯	乾得一杯
干得三杯	乾得三杯
干得两杯	乾得兩杯
干劲儿	幹勁兒
干劲冲天	幹勁沖天
干劲十足	幹勁十足
干扰到	干擾到
干扰力	干擾力
干掉一杯	乾掉一杯
干掉这杯	乾掉這杯
干掉这碗	乾掉這碗
干掉那杯	乾掉那杯
干掉那碗	乾掉那碗
干支支	乾支支
干支沟	干支溝
干生受	乾生受
干生子	乾生子
干不干净	乾不乾淨
干不干杯	乾不乾杯
干不下	幹不下
干不了	幹不了
干一坛法	幹一壇法
干了这杯	乾了這杯
干了这碗	乾了這碗
干这一杯	乾這一杯
干这一行	幹這一行
并发动	並發動
并发展	並發展
并发现	並發現
并发症	併發症
并赃拿败	並贓拿敗
并赃拿贼	併贓拿賊
并无不可	並無不可
并无不当	並無不當
并不在	並不在
并不并	併不併
平面图形	平面圖形
平行六面	平行六面
平行叶脉	平行葉脈
幸运人	幸運人
幸运胡	幸運鬍
幸运色	幸運色
幸运草	幸運草
幸运儿	幸運兒
幸运券	幸運券
幸运抽奖	幸運抽獎
幸运星	幸運星
幸运物	幸運物
幸运球	幸運球
幸亏是	幸虧是
幸亏有	幸虧有
回头草	回頭草
回头见	回頭見
回头路	回頭路
回头车子	回頭車子
回头一看	回頭一看
回头书	回頭書
回头人	回頭人
回头儿	回頭兒
回头客	回頭客
回头掣脑	回頭掣腦
回头是岸	回頭是岸
回天之力	回天之力
回天乏术	回天乏術
回忆说	回憶說
回忆起	回憶起
回家路上	回家路上
回归热	迴歸熱
回归线	迴歸線
回回青	回回青
回回鼻子	回回鼻子
回教党	回教黨
回教国	回教國
回教圣战	回教聖戰
回教帝国	回教帝國
回教开斋节	回教開齋節
回教徒	回教徒
回教忠孝节	回教忠孝節
回教世界	回教世界
回教人	回教人
回教信徒	回教信徒
回收物	回收物
回收率	回收率
回收站	回收站
回收商	回收商
回收场	回收場
回想起来	回想起來
回纥兵	回紇兵
回纥军	回紇軍
回转半径	回轉半徑
回转寿司	回轉壽司
回肠九回	回腸九回
回肠九转	迴腸九轉
国家标准	國家標準
国家栋梁	國家棟梁
国家发展和改革委员会	國家發展和改革委員會
国家发展改革委	國家發展改革委
国家发展计划委员会	國家發展計劃委員會
国大代表	國大代表
国大主席团	國大主席團
国际关系	國際關係
国际先驱论坛报	國際先驅論壇報
国际公制	國際公制
国际合作节	國際合作節
国际学术网路	國際學術網路
国际学舍	國際學舍
国际标准书码	國際標準書碼
国际标准化组织	國際標準化組織
国际标准舞	國際標準舞
国际漫游拨接服务	國際漫遊撥接服務
国际舞台	國際舞臺
国际航空联合会	國際航空聯合會
国立台北科技大学	國立臺北科技大學
四十一万	四十一萬
四十五万	四十五萬
四十四万	四十四萬
四十多万	四十多萬
四万五千	四萬五千
四万四千	四萬四千
四面受困	四面受困
四面受敌	四面受敵
团体行动	團體行動
团结一心	團結一心
团结一致	團結一致
团结就是力量	團結就是力量
团结工会	團結工會
困难在于	困難在於
困难度	困難度
布兰妮	布蘭妮
布兰克	布蘭克
布兰德	布蘭德
布兰登堡	布蘭登堡
布兰特	布蘭特
布兰琪	布蘭琪
布兰枯秀	布蘭枯秀
布兰森	布蘭森
布尔乔亚	布爾喬亞
布尔兹	布爾茲
布尔哥尼	布爾哥尼
布尔津县	布爾津縣
布希号	布希號
布希威克	布希威克
布希总统	布希總統
布希曼	布希曼
布列兹涅	布列茲涅
布列塔尼	布列塔尼
布列开	布列開
布利斯班市	布利斯班市
布宜诺斯艾利斯	布宜諾斯艾利斯
布哈林模式	布哈林模式
布鲁克纳	布魯克納
布鲁克雪德丝	布魯克雪德絲
布鲁斯特	布魯斯特
布鲁氏菌病	布魯氏菌病
布雷克	布雷克
布雷希特	布雷希特
布雷顿	布雷頓
布雷速度	佈雷速度
布雷队	佈雷隊
布雷默	布雷默
布雷舰	佈雷艦
布雷艇	佈雷艇
布雷蒙	布雷蒙
布雷迪	布雷迪
布雷恩	布雷恩
布雷拉	布雷拉
布里斯本	布里斯本
布里斯托	布里斯托
布拉克	布拉克
布拉加队	布拉加隊
布拉吉	布拉吉
布拉席耶利	布拉席耶利
布拉德	布拉德
布拉格	布拉格
布拉恰诺	布拉恰諾
布拉曼德	布拉曼德
布拉柴维尔	布拉柴維爾
布拉欣	布拉欣
布拉萨市	布拉薩市
布拉谢	布拉謝
布拉迪斯拉发	布拉迪斯拉發
布朗士	布朗士
布朗妮	布朗妮
布朗宁	布朗寧
布朗德	布朗德
布朗运动	布朗運動
布朗族	布朗族
布朗森	布朗森
布氏杆菌病	布氏桿菌病
布莱德福	布萊德福
布莱德雷	布萊德雷
布莱克史密斯	布萊克史密斯
布莱尔	布萊爾
布莱尼	布萊尼
布莱恩特	布萊恩特
布莱恩狄帕玛	布萊恩狄帕瑪
布袋戏	布袋戲
布袋港	布袋港
布袋和尚	布袋和尚
布袋安	布袋安
布袋莲	布袋蓮
布袋装	布袋裝
布衣交	布衣交
布衣卿相	布衣卿相
布衣小民	布衣小民
布衣苇带	布衣葦帶
布衣蔬食	布衣蔬食
布衣韦带	布衣韋帶
布衣黔首	布衣黔首
布达拉宫	布達拉宮
布达拉寺	布達拉寺
布达拉山	布達拉山
布伦托海	布倫托海
布伦森	布倫森
布什尔省	布什爾省
带回到	帶回到
带回去	帶回去
师范学校	師範學校
师范学院	師範學院
市场价格	市場價格
市场准入	市場準入
市场占有率	市場佔有率
当家人	當家人
当家三年狗也嫌	當家三年狗也嫌
当家作主	當家作主
当家和尚	當家和尚
当家子	當家子
当家小生	當家小生
当家才知柴米价	當家纔知柴米價
当家方知柴米贵	當家方知柴米貴
当家的	當家的
当家立事	當家立事
当场只手	當場隻手
当场听到	當場聽到
当场献丑	當場獻醜
当场看到	當場看到
当地化	當地化
当地居民	當地居民
当头一棒	當頭一棒
当头人	當頭人
当当船	噹噹船
当当车	噹噹車
当不上	當不上
当不了	當不了
当不成	當不成
当不来	當不來
当不起	當不起
当不过	當不過
当世才度	當世才度
当世儒宗	當世儒宗
当世冠	當世冠
当代史	當代史
当代大师	當代大師
当面错过	當面錯過
当面锣对面鼓	當面鑼對面鼓
当门户	當門戶
当门抵户	當門抵戶
当行出色	當行出色
当行家	當行家
彩色电视	彩色電視
彩色电影	彩色電影
彩色照片	彩色照片
彩色片	彩色片
彩色版	彩色版
录影带	錄影帶
录影器	錄影器
录取名单	錄取名單
录取名额	錄取名額
录音师	錄音師
录音带	錄音帶
小型钟表面	小型鐘表面
小苏打粉	小蘇打粉
尽心图报	盡心圖報
尽心尽力	盡心盡力
尽心竭力	盡心竭力
尽心竭诚	盡心竭誠
尽其所有	盡其所有
尽其所能	盡其所能
尽其所长	盡其所長
尽情歌唱	盡情歌唱
尽情吐露	盡情吐露
尽情尽理	盡情盡理
尸骨未寒	屍骨未寒
冲击性	衝擊性
冲击波	衝擊波
冲天炉	沖天爐
冲天炮	沖天炮
冲浪者	衝浪者
冲浪赛	衝浪賽
冲不入	衝不入
冲不出	衝不出
冲不开	衝不開
冲不上	衝不上
冲不下	衝不下
冲不过	衝不過
冲不进	衝不進
冲上前	衝上前
冲上去	衝上去
冲了上	衝了上
冲了下	衝了下
冲了入	衝了入
冲了出	衝了出
冲了过	衝了過
冲了进	衝了進
冲锋鎗	衝鋒鎗
冲锋陷阵	衝鋒陷陣
冬季节	冬季節
冬季赛	冬季賽
冬季运动	冬季運動
冬季世界	冬季世界
冬季作物	冬季作物
开发出	開發出
开发区	開發區
开发周期	開發週期
开发商	開發商
开发国家	開發國家
开发基金	開發基金
开发局	開發局
开发成	開發成
开发案	開發案
开发法	開發法
开发环境	開發環境
开发署	開發署
开发者	開發者
开发过程	開發過程
开发金	開發金
开发银行	開發銀行
开放系统互连	開放系統互連
张志和	張志和
张志家	張誌家
张志忠	張志忠
张志贤	張志賢
张志辉	張志輝
强制手段	強制手段
强制执行	強制執行
心脏病	心臟病
心脏科	心臟科
心脏麻痹	心臟麻痹
心脏麻痺	心臟麻痺
心荡神迷	心蕩神迷
心荡神驰	心蕩神馳
心有余力不足	心有餘力不足
心有余悸	心有餘悸
心有余而力不足	心有餘而力不足
志愿兵	志願兵
志愿军	志願軍
志愿卡	志願卡
志愿役	志願役
志不可夺	志不可奪
志不可满	志不可滿
征兵制度	徵兵制度
周口店	周口店
周口地区	周口地區
周口市	周口市
周期律	週期律
周期性	週期性
周期数	週期數
周期表	週期表
周期解	週期解
周末愉快	週末愉快
周末效应	週末效應
周游列国	周遊列國
周游券	周遊券
周武王姬发	周武王姬發
好几天	好幾天
好几年	好幾年
好几亿	好幾億
好几百万	好幾百萬
好了吗	好了嗎
好了吧	好了吧
奥克拉荷马	奧克拉荷馬
奥克斯纳德	奧克斯納德
奥克明	奧克明
奥克苏斯河	奧克蘇斯河
奥克蒙	奧克蒙
安克拉治	安克拉治
安全系数	安全係數
安全系统	安全系統
安闲自在	安閒自在
安闲自得	安閒自得
家丑不可外传流言切莫轻信	家醜不可外傳流言切莫輕信
历史性	歷史性
历史总在重演	歷史總在重演
历史文学	歷史文學
历史新高	歷史新高
历史时代	歷史時代
历史时期	歷史時期
历史学家	歷史學家
历史学者	歷史學者
历史课	歷史課
历史观点	歷史觀點
历史事件	歷史事件
历史人物	歷史人物
历史遗产	歷史遺產
历史遗迹	歷史遺蹟
历史里	歷史裏
历史重演	歷史重演
历历可数	歷歷可數
历历可纪	歷歷可紀
历尽艰辛	歷盡艱辛
历久常新	歷久常新
历代先皇	歷代先皇
历代名画记	歷代名畫記
历经沧桑	歷經滄桑
历经波折	歷經波折
原发性进行性失语	原發性進行性失語
借宿一夜	借宿一夜
借宿一晚	借宿一晚
借寇兵赍盗粮	藉寇兵齎盜糧
倒了架子	倒了架子
巴尔干	巴爾幹
巴尔克嫩德	巴爾克嫩德
巴尔舍夫斯基	巴爾舍夫斯基
巴尔贝里尼宫殿	巴爾貝里尼宮殿
巴尔赞	巴爾贊
巴尔扎克	巴爾扎克
巴尔札克	巴爾札克
巴布亚纽	巴布亞紐
巴布亚省	巴布亞省
巴斯克	巴斯克
巴斯德菌症	巴斯德菌症
巴里坤	巴里坤
巴里岛	巴里島
巴里库廷火山	巴里庫廷火山
工作制	工作制
工作台	工作臺
工作团	工作團
工作表	工作表
工作规范	工作規範
巡回演出	巡迴演出
巡回演唱	巡迴演唱
巧克力脆片	巧克力脆片
巧克力色	巧克力色
地面气压	地面氣壓
地面水	地面水
地下害虫	地下害蟲
地下工厂	地下工廠
地下开采	地下開採
地下修文郎	地下修文郎
地下电台	地下電臺
地下签赌	地下簽賭
在全国范围内	在全國範圍內
加工出口区	加工出口區
加里波的	加里波的
加里波第	加里波第
力尽筋疲	力盡筋疲
力尽筋舒	力盡筋舒
劳动党	勞動黨
劳动合同	勞動合同
劳动基准法	勞動基準法
前后矛盾	前後矛盾
前后夹攻	前後夾攻
前后左右	前後左右
前人撒土迷了后人的眼	前人撒土迷了後人的眼
前人栽树后人乘凉	前人栽樹後人乘涼
哈里发塔	哈里發塔
哈里发帝国	哈里發帝國
响彻云际	響徹雲際
响彻云霄	響徹雲霄
咸宁地区	咸寧地區
咸宁市	咸寧市
和合日	和合日
和合汤	和合湯
北极圈	北極圈
北极地区	北極地區
北极星飞弹	北極星飛彈
善于词令	善於詞令
善于辞令	善於辭令
喀喇昆仑山	喀喇崑崙山
喀喇昆仑公路	喀喇崑崙公路
山里站	山里站
山里红	山裏紅
偏极光镜	偏極光鏡
做出场	做出場
做出好戏	做齣好戲
埋头寻钟表	埋頭尋鐘錶
建筑工地	建築工地
建筑工程	建築工程
塔吉克斯坦	塔吉克斯坦
塔吉克族	塔吉克族
塔克拉玛干沙漠	塔克拉瑪干沙漠
才干旱	纔乾旱
才干杯	纔乾杯
才子书	才子書
才子佳人	才子佳人
才艺班	才藝班
才艺秀	才藝秀
才上到	纔上到
才上去	纔上去
打出去	打出去
打出吊入	打出弔入
打出手	打出手
打出来	打出來
打发掉	打發掉
打发时间	打發時間
打个前失	打個前失
打个千儿	打個千兒
打个照会	打個照會
打个照面	打個照面
打了个千儿	打了個千兒
打了个盹儿	打了個盹兒
打了个落花流水	打了個落花流水
托勒密王	托勒密王
所向无前	所向無前
所向无敌	所向無敵
批准下来	批准下來
批准书	批准書
批发价格	批發價格
朱家兴	朱家興
朱家彦	朱家彥
朱子学	朱子學
朱子家训	朱子家訓
朱子语录	朱子語錄
朱子语类	朱子語類
朱利安尼	朱利安尼
朱古力糖	朱古力糖
有出入	有出入
有出好戏	有齣好戲
有感而云	有感而云
有感而发	有感而發
有个地洞钻了下去	有個地洞鑽了下去
有个好歹	有個好歹
有个屁用	有個屁用
有价证券	有價證券
本周一	本週一
本周三	本週三
本周二	本週二
本周五	本週五
木板凳	木板凳
木板地	木板地
木板墙	木板牆
木板大鼓	木板大鼓
木板画	木板畫
朋党为奸	朋黨爲奸
朋党之争	朋黨之爭
松柏之茂	松柏之茂
松柏后凋	松柏後凋
松柏园	松柏園
松柏长青茶	松柏長青茶
松松脆脆	鬆鬆脆脆
松松软软	鬆鬆軟軟
松弛到	鬆弛到
松弛剂	鬆弛劑
松花江平原	松花江平原
松花砚	松花硯
松花纸	松花紙
松下电器	松下電器
松下一口	鬆下一口
松下了	鬆下了
松一下	鬆一下
松一些	鬆一些
板桥市	板橋市
杰佛兹	傑佛茲
杰佛利	傑佛利
杰佛士	傑佛士
杂志社	雜誌社
杂志纸	雜誌紙
折叠扇	摺疊扇
折叠椅	摺疊椅
折射光	折射光
折射出	折射出
